Mod:Item:MetaData, Localized Name
actuallyadditions:item_medium_to_large_crate_upgrade, Обновление: "Средний в большой ящик для хранения"
actuallyadditions:item_booklet, Руководство по Actually Additions
actuallyadditions:item_growth_ring:0, Кольцо роста
actuallyadditions:item_growth_ring:0, Кольцо роста
actuallyadditions:item_suction_ring:0, Кольцо намагничивания
actuallyadditions:item_suction_ring:0, Кольцо намагничивания
actuallyadditions:item_water_removal_ring:0, Кольцо жидкого запрета
actuallyadditions:item_water_removal_ring:0, Кольцо жидкого запрета
actuallyadditions:item_helm_emerald, Изумрудный шлем
actuallyadditions:item_chest_emerald, Изумрудный нагрудник
actuallyadditions:item_pants_emerald, Изумрудные поножи
actuallyadditions:item_boots_emerald, Изумрудные ботинки
actuallyadditions:item_helm_obsidian, Обсидиановый шлем
actuallyadditions:item_chest_obsidian, Обсидиановый нагрудник
actuallyadditions:item_pants_obsidian, Обсидиановые поножи
actuallyadditions:item_boots_obsidian, Обсидиановые ботинки
actuallyadditions:item_helm_quartz, Шлем из чёрного кварца
actuallyadditions:item_chest_quartz, Нагрудник из чёрного кварца
actuallyadditions:item_pants_quartz, Поножи из чёрного кварца
actuallyadditions:item_boots_quartz, Ботинки из чёрного кварца
actuallyadditions:item_tele_staff:0, Телепортирующий посох
actuallyadditions:item_tele_staff:0, Телепортирующий посох
actuallyadditions:item_wings_of_the_bats, Крылья летучих мышей
actuallyadditions:item_drill:0, Дрель
actuallyadditions:item_drill:0, Дрель
actuallyadditions:item_drill:1, Дрель
actuallyadditions:item_drill:1, Дрель
actuallyadditions:item_drill:2, Дрель
actuallyadditions:item_drill:2, Дрель
actuallyadditions:item_drill:3, Дрель
actuallyadditions:item_drill:3, Дрель
actuallyadditions:item_drill:4, Дрель
actuallyadditions:item_drill:4, Дрель
actuallyadditions:item_drill:5, Дрель
actuallyadditions:item_drill:5, Дрель
actuallyadditions:item_drill:6, Дрель
actuallyadditions:item_drill:6, Дрель
actuallyadditions:item_drill:7, Дрель
actuallyadditions:item_drill:7, Дрель
actuallyadditions:item_drill:8, Дрель
actuallyadditions:item_drill:8, Дрель
actuallyadditions:item_drill:9, Дрель
actuallyadditions:item_drill:9, Дрель
actuallyadditions:item_drill:10, Дрель
actuallyadditions:item_drill:10, Дрель
actuallyadditions:item_drill:11, Дрель
actuallyadditions:item_drill:11, Дрель
actuallyadditions:item_drill:12, Дрель
actuallyadditions:item_drill:12, Дрель
actuallyadditions:item_drill:13, Дрель
actuallyadditions:item_drill:13, Дрель
actuallyadditions:item_drill:14, Дрель
actuallyadditions:item_drill:14, Дрель
actuallyadditions:item_drill:15, Дрель
actuallyadditions:item_drill:15, Дрель
actuallyadditions:item_battery:0, Одиночная батарея
actuallyadditions:item_battery:0, Одиночная батарея
actuallyadditions:item_battery_double:0, Двойная батарея
actuallyadditions:item_battery_double:0, Двойная батарея
actuallyadditions:item_battery_triple:0, Тройная батарея
actuallyadditions:item_battery_triple:0, Тройная батарея
actuallyadditions:item_battery_quadruple:0, Четверная батарея
actuallyadditions:item_battery_quadruple:0, Четверная батарея
actuallyadditions:item_battery_quintuple:0, Пятерная батарея
actuallyadditions:item_battery_quintuple:0, Пятерная батарея
actuallyadditions:item_drill_upgrade_speed, Увеличение дрели: "Скорость I"
actuallyadditions:item_drill_upgrade_speed_ii, Увеличение дрели: "Скорость II"
actuallyadditions:item_drill_upgrade_speed_iii, Увеличение дрели: "Скорость III"
actuallyadditions:item_drill_upgrade_silk_touch, Увеличение дрели: "Шёлковое касание"
actuallyadditions:item_drill_upgrade_fortune, Увеличение дрели: "Удача I"
actuallyadditions:item_drill_upgrade_fortune_ii, Увеличение дрели: "Удача II (Даёт удачу III!)"
actuallyadditions:item_drill_upgrade_three_by_three, Увеличение дрели: "Добыча I"
actuallyadditions:item_drill_upgrade_five_by_five, Увеличение дрели: "Добыча II"
actuallyadditions:item_drill_upgrade_block_placing, Увеличение дрели: "Разместитель блоков"
actuallyadditions:item_fertilizer, Удобрение
actuallyadditions:item_coffee, Чашка с кофе
actuallyadditions:item_phantom_connector, Фантомный разъём
actuallyadditions:item_resonant_rice, Резонансный рис
actuallyadditions:item_food:0, Сыр
actuallyadditions:item_food:1, Тушёная тыква
actuallyadditions:item_food:2, Морковный сок
actuallyadditions:item_food:3, Рыба и чипсы
actuallyadditions:item_food:4, Картофель-фри
actuallyadditions:item_food:5, Французское жаркое
actuallyadditions:item_food:6, Спагетти
actuallyadditions:item_food:7, Лапша
actuallyadditions:item_food:8, Шоколадный торт
actuallyadditions:item_food:9, Шоколад
actuallyadditions:item_food:10, Тост
actuallyadditions:item_food:11, Подводный сэндвич
actuallyadditions:item_food:12, Большое печенье
actuallyadditions:item_food:13, Гамбургер
actuallyadditions:item_food:14, Пицца
actuallyadditions:item_food:15, Багет
actuallyadditions:item_food:16, Рис
actuallyadditions:item_food:17, Рисовый хлеб
actuallyadditions:item_food:18, Пончик
actuallyadditions:item_food:19, Тост о'Шоколад
actuallyadditions:item_food:20, Бекон
actuallyadditions:item_jam:0, Варенье CuBaRa
actuallyadditions:item_jam:1, Варенье GraKiBa
actuallyadditions:item_jam:2, Варенье PlApLe
actuallyadditions:item_jam:3, Варенье ChApCi
actuallyadditions:item_jam:4, Варенье HoMeKi
actuallyadditions:item_jam:5, Варенье PiCo
actuallyadditions:item_jam:6, Варенье HoMeCo
actuallyadditions:item_knife, Нож
actuallyadditions:item_crafter_on_a_stick, Верстак на палочке
actuallyadditions:item_dust:0, Измельченное железо
actuallyadditions:item_dust:1, Измельченное золото
actuallyadditions:item_dust:2, Измельченный алмаз
actuallyadditions:item_dust:3, Измельченный изумруд
actuallyadditions:item_dust:4, Измельченный лазурит
actuallyadditions:item_dust:5, Измельченный кварц
actuallyadditions:item_dust:6, Измельченный уголь
actuallyadditions:item_dust:7, Измельченный чёрный кварц
actuallyadditions:item_solidified_experience, Затвердевший опыт
actuallyadditions:item_leaf_blower, Воздуходув листьев
actuallyadditions:item_leaf_blower_advanced, Раширенный воздуходув листьев
actuallyadditions:item_potion_ring:0, Кольцо Скорость
actuallyadditions:item_potion_ring:0, Кольцо Скорость
